current_age,race,sex,citizen,military,education,homeless_12mo_prior,jail_time_served,jail_time,arrest_year,admit_year,held_by,state,sentenced,controlling_offense,controlling_offense_type,arrested_during_status,firearm_at_offense,alc_at_offense,drug_at_offense,victim_hispanic,victim_race,victim_sex,victim_age,victim_known,victim_offense,max_time_est,censored,race_white,race_black
28,Black,Male,Citizen,Non-veteran,Less Than High School,Yes,Yes,182,2013,2013,State,GA,Yes,Robbery,Violent,None,Yes,No,Yes,NA,Black,NA,NA,NA,NA,0,1,N,Y
45,White,Male,Citizen,Non-veteran,Some College,No,Yes,122,2015,2016,State,CA,Yes,Drug Possession,Drug,Parole,No,Yes,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
33,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,243,2011,2012,State,PA,Yes,Burglary,Property,Parole,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
39,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,15,2015,2015,State,OH,Yes,Drug Trafficking,Drug,Probation,No,No,No,NA,NA,NA,NA,NA,NA,0,1,N,Y
23,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,213,2012,2012,State,NY,Yes,Robbery,Violent,None,Yes,NA,NA,NA,NA,NA,NA,NA,NA,0,1,N,N
54,White,Female,Citizen,Non-veteran,High School Graduate,No,Yes,100,2013,2015,State,OK,Yes,Drug Trafficking,Drug,None,No,No,No,NA,NA,NA,NA,NA,NA,2,1,Y,N
61,Other,Male,Citizen,Non-veteran,Less Than High School,No,Yes,1,2011,2012,State,SC,Yes,Drug Trafficking,Drug,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,N
48,Other,Male,Citizen,Non-veteran,Less Than High School,Yes,Yes,263,1989,1990,State,NY,Yes,Robbery,Violent,None,No,NA,Yes,No,White,Female,35 to 54,Stranger,Other Violent Offense,1,1,N,N
27,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,730,2009,2011,State,GA,Yes,Assault,Violent,None,No,No,No,Yes,Multiple,NA,NA,NA,NA,2,1,N,Y
32,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,152,2013,2013,State,OK,Yes,Other Public Order,Public order,Probation,Yes,No,No,NA,NA,NA,NA,NA,NA,0,1,Y,N
34,White,Male,Citizen,Non-veteran,Less Than High School,Yes,Yes,639,2012,2014,State,TX,Yes,Other Violent,Violent,None,No,NA,Yes,No,Unknown,Male,12 to 17,Stranger,Other Violent Offense,2,1,Y,N
38,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,730,1992,1994,State,GA,Yes,Homicide,Violent,None,Yes,Yes,Yes,No,Black,Male,35 to 54,Stranger,Murder / Manslaughter / Homicide,2,1,N,Y
39,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,365,NA,2015,State,NM,Yes,Drug Trafficking,Drug,Probation,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,1,N,N
48,White,Female,Citizen,Non-veteran,High School Graduate,No,Yes,17,2015,2015,State,PA,Yes,Other Public Order,Public order,None,No,Yes,No,NA,NA,NA,NA,NA,NA,0,1,Y,N
38,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,91,2014,2015,Federal,KY,Yes,Drug Trafficking,Drug,None,No,Yes,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
32,Other,Male,Citizen,Non-veteran,Less Than High School,Yes,Yes,182,2015,2016,State,OH,Yes,Assault,Violent,None,No,Yes,Yes,No,White,Male,55 or Older,Knew,Other Violent Offense,1,1,N,N
54,Asian/Native Hawaiian/Other Pacific Islander,Male,Citizen,Non-veteran,Some College,Yes,No,0,2012,2013,Federal,NV,Yes,Drug Trafficking,Drug,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,N
66,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,No,0,2014,2014,ICE,-1,Yes,Other Public Order,Public order,None,No,No,NA,NA,NA,NA,NA,NA,NA,0,1,N,N
23,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,14,2016,2016,State,OH,Yes,Rape Sexual Assault,Violent,None,No,No,No,No,White,Female,12 to 17,Knew,Other Violent Offense,0,1,Y,N
37,Other,Male,Citizen,Non-veteran,High School Graduate,No,Yes,365,2015,2016,State,MD,Yes,Drug Trafficking,Drug,Probation,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,N
40,White,Male,Citizen,Non-veteran,Less Than High School,Yes,Yes,44,2012,2012,State,TX,Yes,Drug Trafficking,Drug,None,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,Y,N
72,White,Male,Citizen,Non-veteran,College Degree or More,No,Yes,242,2011,2012,State,AZ,Yes,Rape Sexual Assault,Violent,None,No,No,NA,No,White,Female,12 to 17,Knew,Rape,1,1,Y,N
54,White,Male,Citizen,Veteran,High School Graduate,No,Yes,182,2001,2008,State,WA,Yes,Rape Sexual Assault,Violent,None,No,Yes,No,Yes,White,Female,Under 12 Years,Knew,Rape,7,1,Y,N
42,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,548,2008,2010,State,TN,Yes,Assault,Violent,None,Yes,No,No,NA,White,NA,NA,NA,NA,2,1,Y,N
37,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,45,2001,2003,State,GA,Yes,Homicide,Violent,None,Yes,No,No,NA,Black,NA,NA,NA,NA,2,1,N,Y
27,White,Male,Citizen,Non-veteran,Some College,No,Yes,213,2012,2013,Federal,OK,Yes,Robbery,Violent,None,Yes,No,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
37,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,No,0,1997,1997,State,PA,Yes,Robbery,Violent,None,Yes,No,No,No,Black,Male,35 to 54,Stranger,Other Violent Offense,0,1,N,N
48,Hispanic,Male,Citizen,Non-veteran,High School Graduate,No,Yes,152,2015,2015,State,NV,Yes,Other Property,Property,None,No,No,No,NA,NA,NA,NA,NA,NA,0,1,N,N
55,White,Female,Citizen,Non-veteran,Less Than High School,No,No,0,1980,1980,State,MD,Yes,Homicide,Violent,None,No,Yes,Yes,No,White,Female,18 to 24,Knew,Murder / Manslaughter / Homicide,0,1,Y,N
26,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,14,2016,2016,State,NV,Yes,Other Violent,Violent,None,No,No,Yes,Yes,White,NA,NA,NA,NA,0,1,Y,N
37,Other,Male,Citizen,Non-veteran,High School Graduate,NA,No,0,2015,2015,State,OR,Yes,Rape Sexual Assault,Violent,None,No,No,No,NA,Unknown,Female,35 to 54,Knew,Rape,0,1,N,N
22,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,730,2010,NA,State,FL,Yes,Robbery,Violent,None,Yes,No,No,NA,Black,Male,25 to 34,Knew,Other Violent Offense,NA,1,N,Y
30,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,No,0,NA,2016,State,TX,Yes,NA,NA,None,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,N
39,Hispanic,Male,Citizen,NA,College Degree or More,NA,Yes,730,2015,NA,State,GA,Yes,Assault,Violent,None,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,1,N,N
57,Other,Male,Citizen,Non-veteran,High School Graduate,No,Yes,152,2009,2009,State,TX,Yes,Other Public Order,Public order,None,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,N,N
33,Other,Male,Citizen,Non-veteran,Less Than High School,Yes,No,0,2006,2006,Federal,NY,Yes,Drug Trafficking,Drug,None,No,Yes,Yes,NA,NA,NA,NA,NA,NA,0,1,N,N
44,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,274,2012,2014,Federal,TN,Yes,Weapons,Public order,Probation,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,2,1,Y,N
21,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,136,2014,2014,State,AZ,Yes,Other Property,Property,Probation,Yes,No,Yes,NA,NA,NA,NA,NA,NA,0,1,N,N
44,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,152,2011,2012,State,PA,Yes,Other Public Order,Public order,Parole,No,Yes,No,NA,NA,NA,NA,NA,NA,1,1,Y,N
40,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,2129,2010,2010,Federal,TN,Yes,Weapons,Public order,None,Yes,No,Yes,NA,NA,NA,NA,NA,NA,0,1,N,Y
23,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,243,2013,2014,State,TX,Yes,Assault,Violent,None,No,NA,Yes,No,White,Female,35 to 54,Knew,Other Violent Offense,1,1,Y,N
29,Other,Male,Citizen,Non-veteran,Less Than High School,No,Yes,426,2008,2009,Federal,AL,Yes,Weapons,Public order,None,Yes,No,Yes,NA,NA,NA,NA,NA,NA,1,1,N,N
33,Hispanic,Male,Citizen,Non-veteran,College Degree or More,No,Yes,395,2010,2011,State,CA,Yes,Drug Trafficking,Drug,None,No,No,NA,NA,NA,NA,NA,NA,NA,1,1,N,N
36,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,365,2002,2003,State,NY,Yes,Rape Sexual Assault,Violent,None,No,Yes,Yes,NA,White,NA,NA,NA,NA,1,1,Y,N
46,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,122,2014,2014,State,TX,Yes,Drug Trafficking,Drug,None,No,NA,No,NA,NA,NA,NA,NA,NA,0,1,N,N
26,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,152,2015,2016,State,CA,Yes,Assault,Violent,Parole,No,Yes,Yes,Yes,Asian/Native Hawaiian/Other Pacific Islander,Female,18 to 24,Knew,Other Violent Offense,1,1,Y,N
49,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,730,1985,1987,State,MS,Yes,Robbery,Violent,None,No,NA,Yes,NA,NA,NA,NA,NA,NA,2,1,N,Y
55,White,Male,Citizen,Non-veteran,Some College,No,Yes,60,2012,2012,State,IL,Yes,Homicide,Violent,None,No,Yes,No,No,White,Male,35 to 54,Stranger,Murder / Manslaughter / Homicide,0,1,Y,N
27,Black,Male,Non-citizen,Non-veteran,Some College,No,Yes,213,2014,2015,Federal,FL,Yes,Other Property,Property,None,No,Yes,Yes,NA,NA,NA,NA,NA,NA,1,1,N,Y
56,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,6,2015,2015,State,GA,Yes,Weapons,Public order,Parole,No,Yes,Yes,NA,NA,NA,NA,NA,NA,0,1,Y,N
61,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,76,2012,2014,State,KY,Yes,Other Public Order,Public order,None,No,No,No,NA,NA,NA,NA,NA,NA,2,1,Y,N
24,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,30,2014,2015,State,IA,Yes,Other Public Order,Public order,Probation,No,Yes,No,NA,NA,NA,NA,NA,NA,1,1,N,Y
60,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,182,2009,2010,Federal,FL,Yes,Weapons,Public order,None,No,Yes,Yes,NA,NA,NA,NA,NA,NA,1,1,N,Y
49,Asian/Native Hawaiian/Other Pacific Islander,Male,Non-citizen,Non-veteran,NA,No,NA,NA,2016,2016,State,PA,No,Other Public Order,Public order,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,0,0,N,N
25,Black,Female,Citizen,Non-veteran,High School Graduate,Yes,Yes,182,2014,2015,NA,IL,Yes,Burglary,Property,Probation,No,Yes,Yes,NA,NA,NA,NA,NA,NA,1,1,N,Y
27,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,182,2015,2015,State,NY,Yes,Assault,Violent,None,No,Yes,Yes,No,Black,Male,35 to 54,Knew,Other Violent Offense,0,1,N,Y
20,Black,Male,Citizen,Non-veteran,Less Than High School,No,No,0,2014,2014,State,TX,Yes,Robbery,Violent,None,No,Yes,Yes,No,White,Male,35 to 54,Stranger,Other Violent Offense,0,1,N,Y
33,White,Male,Citizen,Non-veteran,High School Graduate,No,Yes,120,2013,2016,State,MA,Yes,Other Public Order,Public order,Probation,No,Yes,No,NA,NA,NA,NA,NA,NA,3,1,Y,N
44,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,548,1990,1992,State,LA,Yes,Burglary,Property,Probation,No,NA,Yes,NA,NA,NA,NA,NA,NA,2,1,N,Y
32,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,243,2011,2012,Federal,NC,Yes,Drug Trafficking,Drug,None,No,NA,NA,NA,NA,NA,NA,NA,NA,1,1,N,Y
39,Black,Male,Citizen,Non-veteran,Less Than High School,NA,Yes,369,1994,1995,State,NY,Yes,Homicide,Violent,None,No,Yes,Yes,NA,Black,NA,NA,NA,NA,1,1,N,Y
26,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,274,2013,2014,State,VA,Yes,NA,NA,Parole,No,Yes,Yes,NA,NA,NA,NA,NA,NA,1,1,N,Y
49,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,243,1985,NA,State,CA,Yes,Homicide,Violent,None,No,No,NA,Yes,White,Male,12 to 17,Stranger,Murder / Manslaughter / Homicide,NA,1,N,N
49,Black,Male,Citizen,Non-veteran,Less Than High School,Yes,Yes,30,2016,2016,State,CA,Yes,Assault,Violent,Probation,No,NA,No,NA,NA,NA,NA,NA,NA,0,1,N,Y
53,White,Female,Citizen,Non-veteran,High School Graduate,No,Yes,182,2015,2015,State,WI,Yes,Drug Trafficking,Drug,Probation,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,Y,N
31,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,243,2014,2015,State,OH,Yes,Other Property,Property,Probation,No,No,No,NA,NA,NA,NA,NA,NA,1,1,Y,N
36,NA,Male,Citizen,Non-veteran,Less Than High School,Yes,Yes,548,2013,2015,State,FL,Yes,Homicide,Violent,None,No,Yes,No,No,White,Female,25 to 34,Knew,Murder / Manslaughter / Homicide,2,1,NA,NA
19,Other,Male,Citizen,Non-veteran,Less Than High School,No,Yes,44,2015,2016,State,MO,Yes,Drug Trafficking,Drug,None,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,N,N
36,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,365,2010,2011,State,FL,Yes,Rape Sexual Assault,Violent,None,No,Yes,No,Yes,White,Female,Under 12 Years,Knew,Other Violent Offense,1,1,N,N
41,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,335,2013,2014,Federal,TX,Yes,Drug Trafficking,Drug,None,No,No,NA,NA,NA,NA,NA,NA,NA,1,1,N,N
35,Hispanic,Transgender/Other,Citizen,Non-veteran,Less Than High School,No,Yes,213,2011,2011,State,CA,Yes,Robbery,Violent,Parole,No,No,No,Yes,White,Female,25 to 34,Stranger,Other Violent Offense,0,1,N,N
25,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,426,2008,2009,State,CA,Yes,Robbery,Violent,Probation,Yes,No,No,NA,NA,NA,NA,NA,NA,1,1,N,N
32,White,Male,Citizen,Non-veteran,Less Than High School,NA,Yes,213,2015,2016,State,PA,Yes,Weapons,Public order,None,Yes,No,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
40,Black,Male,Citizen,Non-veteran,Less Than High School,Yes,Yes,243,2015,2016,State,CA,Yes,Assault,Violent,Probation,No,No,No,Yes,White,Male,35 to 54,Stranger,Other Violent Offense,1,1,N,Y
51,White,Female,Citizen,Non-veteran,Some College,No,Yes,243,1996,1997,State,MI,Yes,Homicide,Violent,None,No,No,No,No,White,Male,55 or Older,Knew,Other Violent Offense,1,1,Y,N
30,Hispanic,Female,Citizen,Non-veteran,Less Than High School,No,Yes,68,2015,2016,State,TX,Yes,Other Public Order,Public order,Probation,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,N
27,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,243,2010,2011,State,GA,Yes,Drug Possession,Drug,Probation,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,Y
34,American Indian/Alaska Native,Female,Citizen,Non-veteran,Some College,No,Yes,75,2015,2016,State,SD,Yes,Drug Possession,Drug,Parole,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,N,N
51,White,Male,Citizen,Non-veteran,Less Than High School,Yes,No,0,1994,1994,State,AK,Yes,Homicide,Violent,None,No,Yes,Yes,No,American Indian/Alaska Native,Male,35 to 54,Stranger,Murder / Manslaughter / Homicide,0,1,Y,N
57,White,Female,Citizen,Non-veteran,College Degree or More,No,No,0,2014,2015,Federal,AL,Yes,Other Property,Property,None,No,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Y,N
24,Hispanic,Male,Citizen,Non-veteran,High School Graduate,No,No,0,2010,2010,Federal,PR,Yes,Drug Trafficking,Drug,None,No,Yes,No,NA,NA,NA,NA,NA,NA,0,1,N,N
37,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,912,2012,2015,Federal,GA,Yes,Other Drug,Drug,Probation,No,Yes,Yes,NA,NA,NA,NA,NA,NA,3,1,Y,N
29,White,Female,Citizen,Non-veteran,High School Graduate,No,Yes,30,2014,2014,State,IN,Yes,Drug Trafficking,Drug,None,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,Y,N
56,Other,Female,Citizen,Non-veteran,High School Graduate,No,Yes,122,2015,2015,Federal,FL,Yes,Other Property,Property,None,No,Yes,Yes,NA,NA,NA,NA,NA,NA,0,1,N,N
19,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,304,2013,2014,State,TX,Yes,Robbery,Violent,None,No,No,No,NA,Asian/Native Hawaiian/Other Pacific Islander,NA,NA,NA,NA,1,1,N,Y
65,Black,Male,Citizen,Non-veteran,Less Than High School,NA,Yes,1460,1982,2010,State,MI,Yes,Rape Sexual Assault,Violent,Parole,No,Yes,Yes,NA,NA,NA,NA,NA,NA,28,1,N,Y
64,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,730,1976,1977,State,DC,Yes,Rape Sexual Assault,Violent,None,No,Yes,Yes,No,White,Female,18 to 24,Stranger,Rape,1,1,N,Y
30,Black,Male,Citizen,Veteran,Some College,Yes,Yes,487,2012,2013,State,VA,Yes,Rape Sexual Assault,Violent,None,No,Yes,Yes,No,White,Female,25 to 34,Knew,Rape,1,1,N,Y
21,White,Male,Citizen,Non-veteran,High School Graduate,No,Yes,61,2014,2015,State,OR,Yes,NA,NA,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,Y,N
25,Asian/Native Hawaiian/Other Pacific Islander,Male,Citizen,Non-veteran,High School Graduate,No,Yes,426,2011,2014,State,HI,Yes,Other Property,Property,Probation,No,No,Yes,NA,NA,NA,NA,NA,NA,3,1,N,N
27,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,166,2013,2014,State,TX,Yes,Assault,Violent,None,No,No,No,Yes,White,NA,NA,NA,NA,1,1,N,N
20,NA,Male,Citizen,Non-veteran,Less Than High School,No,Yes,365,2013,2015,State,FL,Yes,Other Public Order,Public order,Probation,No,Yes,No,NA,NA,NA,NA,NA,NA,2,1,NA,NA
32,Other,Male,Citizen,Non-veteran,Less Than High School,No,Yes,0,2013,2013,State,FL,Yes,Weapons,Public order,None,Yes,Yes,No,NA,NA,NA,NA,NA,NA,0,1,N,N
27,White,Male,Citizen,Non-veteran,High School Graduate,No,Yes,365,2012,2013,State,PA,Yes,Drug Trafficking,Drug,None,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
42,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,791,1994,1997,State,CA,Yes,Homicide,Violent,None,Yes,No,No,Yes,White,NA,NA,NA,NA,3,1,N,Y
80,Black,Male,Citizen,Veteran,Some College,No,Yes,730,1986,1988,State,CA,Yes,Homicide,Violent,None,Yes,No,No,No,Black,Male,25 to 34,Knew,Murder / Manslaughter / Homicide,2,1,N,Y
52,Black,Female,Citizen,Non-veteran,College Degree or More,No,Yes,30,2012,2014,State,MS,Yes,Drug Trafficking,Drug,Parole,No,NA,NA,NA,NA,NA,NA,NA,NA,2,1,N,Y
25,White,Male,Citizen,Non-veteran,Less Than High School,NA,Yes,30,2016,2016,State,MO,Yes,Other Property,Property,None,No,No,No,NA,NA,NA,NA,NA,NA,0,1,Y,N
54,Other,Male,Citizen,Veteran,Some College,No,Yes,213,1999,2000,State,MI,Yes,Robbery,Violent,Escape,Yes,No,Yes,NA,White,NA,NA,NA,NA,1,1,N,N
35,White,Female,Citizen,Non-veteran,College Degree or More,No,No,0,2013,2014,Federal,FL,Yes,Other Property,Property,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,Y,N
49,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,335,2015,2016,State,NY,Yes,Burglary,Property,None,No,Yes,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
26,White,Female,Citizen,Non-veteran,Less Than High School,Yes,Yes,426,2015,2015,State,TX,Yes,Drug Possession,Drug,Probation,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,Y,N
29,Hispanic,Male,Non-citizen,Non-veteran,Some College,No,Yes,700,2013,2015,Federal,CA,Yes,Drug Trafficking,Drug,None,No,No,No,NA,NA,NA,NA,NA,NA,2,1,N,N
36,White,Female,Citizen,Non-veteran,Less Than High School,Yes,No,0,2016,2016,State,CT,No,Other Property,Property,NA,No,No,Yes,NA,NA,NA,NA,NA,NA,0,0,Y,N
29,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,487,2014,2015,State,VA,Yes,Other Property,Property,None,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
27,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,49,2015,2015,State,AL,Yes,Assault,Violent,None,No,No,NA,NA,Black,NA,NA,NA,NA,0,1,N,Y
46,Black,Male,Citizen,Veteran,High School Graduate,No,Yes,122,2007,2012,State,MO,Yes,Other Public Order,Public order,Probation,No,Yes,Yes,NA,NA,NA,NA,NA,NA,5,1,N,Y
30,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,335,2014,2015,State,FL,Yes,Other Public Order,Public order,Probation,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,N,N
29,White,Male,Citizen,Non-veteran,High School Graduate,NA,Yes,1278,2011,2015,State,WV,Yes,Homicide,Violent,None,Yes,No,No,No,Black,Male,35 to 54,Stranger,Murder / Manslaughter / Homicide,4,1,Y,N
40,Black,Female,Citizen,Non-veteran,Less Than High School,No,Yes,669,2003,2005,State,GA,Yes,Homicide,Violent,None,No,Yes,Yes,No,White,Female,35 to 54,Stranger,Murder / Manslaughter / Homicide,2,1,N,Y
32,White,NA,Citizen,Non-veteran,Less Than High School,No,Yes,91,2016,2016,State,CA,Yes,Weapons,Public order,Probation,Yes,No,No,NA,NA,NA,NA,NA,NA,0,1,Y,N
47,Hispanic,Male,Non-citizen,Non-veteran,High School Graduate,No,Yes,365,1998,1999,State,OR,Yes,Rape Sexual Assault,Violent,None,No,Yes,No,Yes,White,Female,Under 12 Years,Knew,Rape,1,1,N,N
44,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,791,2006,2008,State,CA,Yes,Assault,Violent,None,No,No,No,No,White,Female,25 to 34,Knew,Other Violent Offense,2,1,Y,N
39,White,Female,Citizen,Non-veteran,Less Than High School,Yes,Yes,730,2014,2016,State,MA,Yes,Assault,Violent,None,No,Yes,No,No,White,Male,25 to 34,Knew,Other Violent Offense,2,1,Y,N
43,Black,Male,Citizen,Non-veteran,College Degree or More,No,Yes,548,2011,2012,Federal,TN,Yes,Drug Trafficking,Drug,Probation,No,Yes,No,NA,NA,NA,NA,NA,NA,1,1,N,Y
38,Hispanic,Male,Citizen,Non-veteran,Some College,No,Yes,304,2006,2007,State,MD,Yes,Assault,Violent,None,No,No,No,No,White,Female,12 to 17,Knew,Other Violent Offense,1,1,N,N
57,White,Male,Citizen,Veteran,Less Than High School,No,Yes,365,1992,1993,State,TN,Yes,Homicide,Violent,None,No,Yes,NA,NA,White,NA,NA,NA,NA,1,1,Y,N
18,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,182,2015,2015,State,MD,Yes,Burglary,Property,None,Yes,No,Yes,NA,NA,NA,NA,NA,NA,0,1,N,Y
37,White,Female,Citizen,Non-veteran,Some College,No,Yes,456,2011,2012,Federal,PA,Yes,NA,NA,None,No,No,NA,No,White,Female,Under 12 Years,Knew,Other Violent Offense,1,1,Y,N
27,White,Male,Citizen,Non-veteran,Less Than High School,Yes,Yes,91,2015,2016,State,WA,Yes,Assault,Violent,None,No,No,Yes,Yes,White,NA,NA,NA,NA,1,1,Y,N
30,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,730,2012,2014,State,OH,Yes,Homicide,Violent,Parole,Yes,No,No,No,Black,Male,25 to 34,Stranger,Murder / Manslaughter / Homicide,2,1,N,Y
26,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,304,2009,2010,State,IN,Yes,Burglary,Property,Probation,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
27,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,1,2016,2016,State,OH,Yes,Robbery,Violent,None,No,No,No,No,White,Female,25 to 34,Knew,Other Violent Offense,0,1,Y,N
30,White,Male,Citizen,Non-veteran,Some College,Yes,Yes,288,2013,2013,State,TX,Yes,Burglary,Property,Probation,No,No,No,NA,NA,NA,NA,NA,NA,0,1,Y,N
35,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,122,2002,NA,State,TX,Yes,Homicide,Violent,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,N
33,Black,Male,Citizen,Non-veteran,College Degree or More,No,Yes,61,2012,2016,State,TX,Yes,Other Property,Property,None,No,No,No,NA,NA,NA,NA,NA,NA,4,1,N,Y
28,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,274,2013,2014,State,MO,Yes,Burglary,Property,None,No,NA,No,NA,NA,NA,NA,NA,NA,1,1,N,Y
27,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,365,2013,2014,State,TX,Yes,Assault,Violent,None,No,Yes,NA,Yes,White,NA,NA,NA,NA,1,1,N,N
19,Other,Male,Citizen,Non-veteran,High School Graduate,No,Yes,122,2014,2016,State,MO,Yes,Assault,Violent,None,No,No,Yes,No,White,Male,35 to 54,Stranger,Other Violent Offense,2,1,N,N
59,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,30,2016,2016,State,NY,Yes,Weapons,Public order,Parole,No,Yes,Yes,NA,NA,NA,NA,NA,NA,0,1,N,N
22,White,Female,Citizen,Non-veteran,High School Graduate,No,Yes,30,2014,2015,Federal,TX,Yes,Drug Trafficking,Drug,None,No,Yes,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
26,White,Female,Citizen,Non-veteran,High School Graduate,No,Yes,45,2014,2015,State,MN,Yes,Burglary,Property,Probation,No,Yes,No,NA,NA,NA,NA,NA,NA,1,1,Y,N
23,Black,Male,Citizen,Non-veteran,Some College,No,Yes,3,2013,2015,State,CA,Yes,Assault,Violent,None,No,No,No,No,Multiple,NA,NA,NA,NA,2,1,N,Y
52,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,1460,1993,1997,State,IL,Yes,Homicide,Violent,Probation,No,NA,NA,NA,Black,NA,NA,NA,NA,4,1,N,Y
67,White,Male,Citizen,Veteran,College Degree or More,No,No,0,2014,2015,Federal,MO,Yes,Other Public Order,Public order,None,No,No,NA,NA,NA,NA,NA,NA,NA,1,1,Y,N
23,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,1095,2011,2013,State,TN,Yes,Homicide,Violent,None,Yes,No,Yes,No,Black,Male,25 to 34,Stranger,Murder / Manslaughter / Homicide,2,1,N,Y
